ticket_id,ticket_description,category,priority,resolution_time_hours,assigned_team,status,created_date,cleaned_text
1818,WiFi disconnecting frequently,Network Issue,High,2.07,Security Team,In Progress,2026-04-12,wifi disconnecting frequently
1819,Email attachments not opening,Email Issue,Medium,2.41,Cloud Team,Resolved,2025-08-26,email attachments opening
1820,API returning unexpected error,Application Bug,Critical,5.66,Cloud Team,Closed,2026-05-18,api returning unexpected error
1821,VPN connection failed remotely,VPN Access,High,4.01,Cloud Team,Open,2026-04-29,vpn connection failed remotely
1822,Monitor display flickering,Hardware Issue,Low,8.17,Database Team,Closed,2026-03-27,monitor display flickering
1823,Unauthorized access attempt,Security Incident,Critical,6.73,IT Support,Closed,2025-07-30,unauthorized access attempt
1824,Unable to send company email,Email Issue,Low,8.64,Security Team,Resolved,2025-08-04,unable send company email
1825,SQL server connection timeout,Database Issue,Medium,9.57,Cloud Team,Open,2026-05-23,sql server connection timeout
1826,Keyboard not working properly,Hardware Issue,Critical,7.82,Network Team,Closed,2025-07-28,keyboard working properly
1827,Form submission failed,Application Bug,Low,11.04,Cloud Team,Closed,2025-10-26,form submission failed
1828,Email attachments not opening,Email Issue,High,5.55,Database Team,Resolved,2025-08-20,email attachments opening
1829,Monitor display flickering,Hardware Issue,Critical,7.82,Database Team,In Progress,2026-02-09,monitor display flickering
1830,VPN connection failed remotely,VPN Access,Low,3.6,Application Team,Closed,2025-09-13,vpn connection failed remotely
1831,Dashboard not loading correctly,Application Bug,Critical,2.67,Cloud Team,Closed,2025-10-12,dashboard loading correctly
1832,Outlook not syncing emails,Email Issue,High,8.65,Network Team,In Progress,2025-12-24,outlook syncing emails
1833,Monitor display flickering,Hardware Issue,Low,7.53,Cloud Team,Closed,2026-02-08,monitor display flickering
1834,SQL server connection timeout,Database Issue,Critical,2.69,Cloud Team,Open,2025-07-14,sql server connection timeout
1835,Cloud storage access denied,Cloud Issue,Low,11.31,Application Team,Closed,2026-03-05,cloud storage access denied
1836,Cloud storage access denied,Cloud Issue,Critical,9.76,Security Team,Closed,2025-08-21,cloud storage access denied
1837,Unable to connect to company VPN,VPN Access,Medium,8.99,Database Team,Resolved,2026-03-16,unable connect company vpn
1838,Unable to connect to company VPN,VPN Access,Medium,1.39,Application Team,Closed,2025-08-22,unable connect company vpn
1839,Unable to install software update,Software Issue,Medium,8.19,Security Team,Open,2026-03-15,unable install software update
1840,Laptop not turning on,Hardware Issue,Medium,6.39,Database Team,Resolved,2026-03-08,laptop turning
1841,Email attachments not opening,Email Issue,Low,1.56,Application Team,In Progress,2026-04-26,email attachments opening
1842,VPN connection failed remotely,VPN Access,Medium,11.81,Application Team,Resolved,2025-07-29,vpn connection failed remotely
1843,Outlook not syncing emails,Email Issue,High,4.29,Application Team,Closed,2025-11-23,outlook syncing emails
1844,Laptop not turning on,Hardware Issue,Medium,8.84,Security Team,Open,2026-03-18,laptop turning
1845,Unable to connect to database,Database Issue,Medium,2.06,Security Team,Resolved,2026-05-06,unable connect database
1846,Forgot system password,Password Reset,Critical,8.46,Cloud Team,In Progress,2025-09-14,forgot system password
1847,SQL server connection timeout,Database Issue,High,9.91,Database Team,Resolved,2026-02-23,sql server connection timeout
1848,Unable to access internal network,Network Issue,High,6.2,Network Team,In Progress,2025-10-06,unable access internal network
1849,AWS server instance down,Cloud Issue,Critical,5.48,Application Team,Closed,2025-08-05,aws server instance
1850,Password reset link not working,Password Reset,High,10.71,Network Team,In Progress,2026-04-02,password reset link working
1851,WiFi disconnecting frequently,Network Issue,Critical,8.25,IT Support,In Progress,2026-02-17,wifi disconnecting frequently
1852,SQL server connection timeout,Database Issue,Critical,10.72,Security Team,Closed,2026-04-01,sql server connection timeout
1853,Outlook not syncing emails,Email Issue,Critical,2.97,Cloud Team,In Progress,2025-09-07,outlook syncing emails
1854,Email attachments not opening,Email Issue,Low,8.65,Database Team,In Progress,2025-07-31,email attachments opening
1855,Cloud storage access denied,Cloud Issue,High,7.64,Security Team,Resolved,2025-11-07,cloud storage access denied
1856,API returning unexpected error,Application Bug,Medium,4.07,Security Team,Closed,2026-06-17,api returning unexpected error
1857,Unable to install software update,Software Issue,Low,10.17,Application Team,Closed,2025-11-18,unable install software update
1858,Keyboard not working properly,Hardware Issue,Low,10.67,IT Support,In Progress,2026-03-02,keyboard working properly
1859,Unauthorized access attempt,Security Incident,High,1.47,Database Team,Closed,2025-12-21,unauthorized access attempt
1860,Keyboard not working properly,Hardware Issue,High,7.63,Database Team,In Progress,2025-08-14,keyboard working properly
1861,Unable to connect to database,Database Issue,Medium,1.12,IT Support,Closed,2025-09-15,unable connect database
1862,WiFi disconnecting frequently,Network Issue,High,5.79,Cloud Team,Closed,2025-09-20,wifi disconnecting frequently
1863,VPN disconnecting repeatedly,VPN Access,High,5.04,Cloud Team,Resolved,2026-04-25,vpn disconnecting repeatedly
1864,Unable to login after password reset,Password Reset,Medium,11.83,Cloud Team,Open,2025-12-03,unable login password reset
1865,Suspicious login detected,Security Incident,Low,5.0,Database Team,Resolved,2025-06-19,suspicious login detected
1866,Dashboard not loading correctly,Application Bug,High,5.9,Network Team,Closed,2026-01-20,dashboard loading correctly
1867,Unable to connect to company VPN,VPN Access,Low,7.41,Security Team,Closed,2026-01-10,unable connect company vpn
1868,Laptop not turning on,Hardware Issue,Critical,11.77,Security Team,Open,2026-05-24,laptop turning
1869,Outlook not syncing emails,Email Issue,Low,8.93,Network Team,Closed,2026-03-18,outlook syncing emails
1870,Internet speed extremely slow,Network Issue,Low,9.78,Cloud Team,Closed,2026-04-05,internet speed extremely slow
1871,Dashboard not loading correctly,Application Bug,High,7.15,Application Team,Open,2026-03-12,dashboard loading correctly
1872,Software license expired,Software Issue,Medium,3.53,Security Team,In Progress,2026-01-17,software license expired
1873,Suspicious login detected,Security Incident,Critical,1.39,Application Team,Open,2026-04-22,suspicious login detected
1874,Azure VM not responding,Cloud Issue,Medium,9.33,Security Team,Resolved,2026-01-10,azure vm responding
1875,Unable to connect to database,Database Issue,High,4.5,Cloud Team,Open,2026-05-15,unable connect database
1876,Cloud storage access denied,Cloud Issue,Medium,11.35,Database Team,In Progress,2026-05-05,cloud storage access denied
1877,WiFi disconnecting frequently,Network Issue,Medium,10.71,Network Team,In Progress,2025-12-01,wifi disconnecting frequently
1878,Unable to connect to company VPN,VPN Access,High,7.59,Network Team,Closed,2025-09-27,unable connect company vpn
1879,Keyboard not working properly,Hardware Issue,Low,1.05,Database Team,Open,2025-09-26,keyboard working properly
1880,Unable to access internal network,Network Issue,Low,9.16,Network Team,Open,2026-01-30,unable access internal network
1881,Outlook not syncing emails,Email Issue,Low,6.79,Cloud Team,Open,2025-07-02,outlook syncing emails
1882,Forgot system password,Password Reset,Low,6.35,Network Team,In Progress,2025-06-28,forgot system password
1883,VPN connection failed remotely,VPN Access,Critical,3.34,Security Team,Resolved,2026-02-02,vpn connection failed remotely
1884,Malware alert triggered,Security Incident,Medium,7.92,Network Team,Open,2026-02-10,malware alert triggered
1885,Unable to install software update,Software Issue,Medium,8.91,Security Team,Resolved,2026-06-17,unable install software update
1886,Email attachments not opening,Email Issue,High,3.85,IT Support,In Progress,2025-06-21,email attachments opening
1887,Monitor display flickering,Hardware Issue,Low,10.62,Security Team,Open,2025-08-27,monitor display flickering
1888,VPN connection failed remotely,VPN Access,Low,3.08,Database Team,In Progress,2025-10-20,vpn connection failed remotely
1889,Forgot system password,Password Reset,High,10.6,Network Team,Closed,2025-08-17,forgot system password
1890,VPN disconnecting repeatedly,VPN Access,Low,8.92,Application Team,Open,2025-12-30,vpn disconnecting repeatedly
1891,AWS server instance down,Cloud Issue,Low,6.95,Network Team,Open,2025-12-27,aws server instance
1892,Unable to login after password reset,Password Reset,Medium,4.69,Application Team,In Progress,2026-04-08,unable login password reset
1893,Monitor display flickering,Hardware Issue,High,7.02,Security Team,Resolved,2026-03-11,monitor display flickering
1894,Unable to login after password reset,Password Reset,Low,3.4,IT Support,In Progress,2025-12-20,unable login password reset
1895,Unable to login after password reset,Password Reset,Low,11.61,Cloud Team,Resolved,2025-12-09,unable login password reset
1896,Form submission failed,Application Bug,Medium,10.46,Security Team,Closed,2026-01-28,form submission failed
1897,AWS server instance down,Cloud Issue,High,3.81,Database Team,Closed,2025-10-22,aws server instance
1898,Unable to connect to company VPN,VPN Access,High,4.96,IT Support,Open,2025-09-07,unable connect company vpn
1899,Cloud storage access denied,Cloud Issue,Critical,4.65,Application Team,Closed,2025-07-23,cloud storage access denied
1900,Software license expired,Software Issue,Medium,6.93,Cloud Team,Closed,2026-03-04,software license expired
1901,Unable to connect to database,Database Issue,High,3.93,Database Team,Open,2025-11-08,unable connect database
1902,Unable to access internal network,Network Issue,Critical,7.43,Network Team,In Progress,2026-06-16,unable access internal network
1903,Software license expired,Software Issue,Low,9.65,Cloud Team,Resolved,2026-02-17,software license expired
1904,Azure VM not responding,Cloud Issue,Medium,9.58,IT Support,In Progress,2026-02-24,azure vm responding
1905,SQL server connection timeout,Database Issue,Low,6.39,Cloud Team,Resolved,2026-02-15,sql server connection timeout
1906,Monitor display flickering,Hardware Issue,Medium,5.32,Security Team,Resolved,2026-05-20,monitor display flickering
1907,Monitor display flickering,Hardware Issue,High,5.98,Database Team,Resolved,2025-12-02,monitor display flickering
1908,Email attachments not opening,Email Issue,High,6.8,Security Team,In Progress,2025-11-18,email attachments opening
1909,Unable to connect to company VPN,VPN Access,High,2.36,Cloud Team,Closed,2025-08-12,unable connect company vpn
1910,Unable to send company email,Email Issue,Low,11.07,IT Support,Closed,2026-02-10,unable send company email
1911,Password reset link not working,Password Reset,Medium,1.55,Network Team,Closed,2025-12-28,password reset link working
1912,Unable to send company email,Email Issue,Low,7.93,Database Team,Closed,2025-08-14,unable send company email
1913,Form submission failed,Application Bug,Medium,9.9,Database Team,Open,2025-07-10,form submission failed
1914,Email attachments not opening,Email Issue,Medium,2.07,Cloud Team,Open,2026-02-13,email attachments opening
1915,Keyboard not working properly,Hardware Issue,Medium,4.52,IT Support,Closed,2026-04-04,keyboard working properly
1916,Forgot system password,Password Reset,High,11.0,Cloud Team,Open,2026-01-28,forgot system password
1917,Unable to install software update,Software Issue,Critical,8.46,Application Team,Closed,2025-06-25,unable install software update
1918,SQL server connection timeout,Database Issue,High,8.42,Application Team,Open,2026-03-10,sql server connection timeout
1919,Keyboard not working properly,Hardware Issue,High,11.38,Network Team,Closed,2025-10-31,keyboard working properly
