ticket_id,ticket_description,category,priority,resolution_time_hours,assigned_team,status,created_date
2726,Laptop not turning on,Hardware Issue,Low,9.86,IT Support,Closed,2026-04-28
2727,Database query execution failed,Database Issue,Low,7.88,Cloud Team,Open,2025-07-26
2728,Database query execution failed,Database Issue,High,5.81,Network Team,Open,2026-01-11
2729,Email attachments not opening,Email Issue,Low,6.31,Cloud Team,Open,2025-06-19
2730,Forgot system password,Password Reset,High,5.7,Database Team,In Progress,2026-05-13
2731,Unauthorized access attempt,Security Incident,Medium,10.48,IT Support,In Progress,2025-08-01
2732,Unable to connect to company VPN,VPN Access,Medium,7.54,Security Team,Resolved,2026-02-08
2733,Laptop not turning on,Hardware Issue,Low,3.69,Cloud Team,Open,2026-05-02
2734,Outlook not syncing emails,Email Issue,High,3.88,Security Team,In Progress,2025-08-31
2735,API returning unexpected error,Application Bug,High,11.4,IT Support,Open,2025-10-29
2736,Dashboard not loading correctly,Application Bug,Critical,7.6,Cloud Team,Open,2025-09-12
2737,Forgot system password,Password Reset,Low,11.0,IT Support,In Progress,2025-07-07
2738,Unable to access internal network,Network Issue,High,10.18,Application Team,Closed,2025-07-12
2739,Unable to login after password reset,Password Reset,High,6.86,Database Team,In Progress,2025-09-21
2740,Monitor display flickering,Hardware Issue,Low,3.13,Network Team,Open,2026-05-12
2741,Unable to access internal network,Network Issue,High,11.45,Network Team,In Progress,2025-06-26
2742,Unable to login after password reset,Password Reset,Medium,6.02,Cloud Team,Closed,2026-05-25
2743,AWS server instance down,Cloud Issue,High,1.21,Cloud Team,Open,2026-01-21
2744,Database query execution failed,Database Issue,High,10.6,Cloud Team,In Progress,2025-08-30
2745,Malware alert triggered,Security Incident,Critical,8.37,Database Team,Closed,2025-07-02
2746,Monitor display flickering,Hardware Issue,High,8.31,Security Team,Closed,2026-02-23
2747,Keyboard not working properly,Hardware Issue,Low,11.14,Cloud Team,Open,2026-01-01
2748,Keyboard not working properly,Hardware Issue,Critical,8.39,Network Team,Open,2025-09-17
2749,Keyboard not working properly,Hardware Issue,Critical,3.66,IT Support,Closed,2026-03-03
2750,Suspicious login detected,Security Incident,Critical,1.79,Network Team,Resolved,2025-09-30
2751,API returning unexpected error,Application Bug,Low,6.03,Network Team,Closed,2025-11-10
2752,Malware alert triggered,Security Incident,Critical,8.49,IT Support,Resolved,2025-11-06
2753,Unable to send company email,Email Issue,High,8.25,Network Team,Resolved,2025-09-26
2754,Unable to connect to company VPN,VPN Access,Medium,5.95,Security Team,Resolved,2026-03-14
2755,Monitor display flickering,Hardware Issue,Medium,5.12,Security Team,Open,2025-10-20
2756,Forgot system password,Password Reset,Medium,5.1,Security Team,Closed,2026-05-31
2757,Suspicious login detected,Security Incident,Medium,5.89,Security Team,In Progress,2025-08-17
2758,Unable to connect to database,Database Issue,Low,3.22,Application Team,Open,2026-04-24
2759,Unable to access internal network,Network Issue,Low,1.95,Cloud Team,Closed,2025-12-29
2760,VPN disconnecting repeatedly,VPN Access,Critical,8.32,Cloud Team,Open,2026-03-14
2761,Laptop not turning on,Hardware Issue,High,1.61,Application Team,Closed,2025-08-10
2762,VPN connection failed remotely,VPN Access,Low,2.52,IT Support,Open,2026-03-30
2763,Monitor display flickering,Hardware Issue,Critical,5.04,Database Team,Resolved,2025-07-19
2764,Outlook not syncing emails,Email Issue,Low,11.98,Database Team,Closed,2026-06-07
2765,Laptop not turning on,Hardware Issue,High,4.43,Database Team,In Progress,2026-04-20
2766,Azure VM not responding,Cloud Issue,Medium,11.35,Network Team,Closed,2026-06-05
2767,AWS server instance down,Cloud Issue,Low,6.91,Cloud Team,Resolved,2026-06-02
2768,Unable to install software update,Software Issue,Low,5.98,Network Team,In Progress,2025-07-01
2769,Software license expired,Software Issue,High,2.57,Security Team,Closed,2025-07-07
2770,Unable to access internal network,Network Issue,Medium,6.69,Application Team,Resolved,2026-04-11
2771,Outlook not syncing emails,Email Issue,High,8.32,Database Team,In Progress,2025-07-08
2772,Form submission failed,Application Bug,High,3.35,Application Team,Closed,2025-08-21
2773,Unable to install software update,Software Issue,Low,3.26,Database Team,Resolved,2025-08-10
2774,Monitor display flickering,Hardware Issue,Low,6.1,Database Team,Open,2025-07-29
2775,Software license expired,Software Issue,High,10.28,Cloud Team,Open,2025-10-03
2776,Suspicious login detected,Security Incident,Medium,2.16,Application Team,Open,2025-11-26
2777,Cloud storage access denied,Cloud Issue,High,3.93,Cloud Team,In Progress,2026-02-18
2778,Database query execution failed,Database Issue,Medium,5.65,Application Team,In Progress,2026-03-28
2779,Unable to login after password reset,Password Reset,Medium,9.55,IT Support,Open,2026-05-22
2780,Unable to connect to database,Database Issue,Low,4.13,Network Team,Closed,2025-11-15
2781,AWS server instance down,Cloud Issue,High,4.79,Application Team,Resolved,2025-10-28
2782,Dashboard not loading correctly,Application Bug,Low,3.85,IT Support,Closed,2026-06-06
2783,Form submission failed,Application Bug,Medium,3.83,Database Team,Resolved,2025-08-10
2784,Laptop not turning on,Hardware Issue,Medium,6.33,Database Team,Closed,2026-02-05
2785,Unable to install software update,Software Issue,High,3.62,Network Team,Open,2025-08-20
2786,Forgot system password,Password Reset,Critical,3.55,Network Team,Open,2026-06-18
2787,Unable to connect to database,Database Issue,Critical,7.9,Application Team,Resolved,2025-12-19
2788,VPN disconnecting repeatedly,VPN Access,Medium,8.83,Security Team,In Progress,2025-08-31
2789,Email attachments not opening,Email Issue,Low,10.51,Database Team,In Progress,2025-09-24
2790,SQL server connection timeout,Database Issue,Critical,1.98,Security Team,Resolved,2025-08-05
2791,API returning unexpected error,Application Bug,Low,8.57,Network Team,Open,2025-08-20
2792,Unable to access internal network,Network Issue,Critical,10.86,IT Support,In Progress,2026-02-17
2793,SQL server connection timeout,Database Issue,High,5.95,Cloud Team,Open,2025-08-19
2794,Cloud storage access denied,Cloud Issue,High,8.68,IT Support,Closed,2025-07-20
2795,Keyboard not working properly,Hardware Issue,High,7.77,IT Support,Open,2026-04-02
2796,Outlook not syncing emails,Email Issue,Medium,2.37,Security Team,Resolved,2025-12-29
2797,Cloud storage access denied,Cloud Issue,Critical,11.5,Security Team,In Progress,2026-04-09
2798,Forgot system password,Password Reset,Low,2.09,IT Support,Closed,2025-09-09
2799,Outlook not syncing emails,Email Issue,Low,8.32,Application Team,Closed,2025-08-11
2800,Outlook not syncing emails,Email Issue,High,11.61,Cloud Team,Resolved,2026-05-31
2801,Laptop not turning on,Hardware Issue,Low,1.7,IT Support,Resolved,2025-07-06
2802,Unable to install software update,Software Issue,Critical,4.98,IT Support,Open,2025-08-18
2803,Unable to install software update,Software Issue,Critical,3.01,Network Team,Resolved,2025-11-10
2804,VPN disconnecting repeatedly,VPN Access,High,10.52,Cloud Team,Open,2026-03-07
2805,Cloud storage access denied,Cloud Issue,Low,10.03,IT Support,In Progress,2026-05-06
2806,Suspicious login detected,Security Incident,Critical,8.14,Security Team,In Progress,2025-06-28
2807,Unauthorized access attempt,Security Incident,High,7.15,Security Team,Resolved,2025-08-17
2808,Azure VM not responding,Cloud Issue,Critical,1.72,IT Support,Resolved,2026-01-26
2809,Azure VM not responding,Cloud Issue,Critical,11.42,Application Team,Resolved,2025-09-08
2810,Dashboard not loading correctly,Application Bug,High,7.86,IT Support,Resolved,2025-10-28
2811,SQL server connection timeout,Database Issue,Medium,7.07,Cloud Team,Open,2025-07-12
2812,Cloud storage access denied,Cloud Issue,Critical,11.99,Database Team,Resolved,2025-09-03
2813,Unable to install software update,Software Issue,Medium,2.88,Application Team,Resolved,2025-09-16
2814,Email attachments not opening,Email Issue,Medium,3.54,Network Team,Closed,2026-02-26
2815,Internet speed extremely slow,Network Issue,Critical,7.29,Application Team,Resolved,2026-05-22
2816,Internet speed extremely slow,Network Issue,High,3.28,Database Team,In Progress,2025-07-23
2817,Monitor display flickering,Hardware Issue,Critical,5.03,IT Support,In Progress,2025-10-14
2818,Cloud storage access denied,Cloud Issue,Low,7.97,Application Team,In Progress,2026-02-13
2819,Password reset link not working,Password Reset,Medium,10.08,Network Team,In Progress,2026-04-13
2820,Malware alert triggered,Security Incident,Medium,2.52,Security Team,Closed,2026-05-14
2821,Unable to access internal network,Network Issue,Medium,8.02,Database Team,Closed,2026-05-01
2822,Unable to connect to company VPN,VPN Access,Medium,11.78,Network Team,Resolved,2026-01-01
2823,Database query execution failed,Database Issue,High,10.87,IT Support,In Progress,2025-08-15
2824,Unable to connect to company VPN,VPN Access,Medium,2.92,Cloud Team,Closed,2026-03-14
2825,VPN connection failed remotely,VPN Access,High,9.54,Application Team,Resolved,2026-03-05
2826,Unauthorized access attempt,Security Incident,Low,9.16,Application Team,Closed,2025-10-31
2827,Unable to send company email,Email Issue,Medium,8.02,Application Team,Open,2025-10-21
2828,Forgot system password,Password Reset,Low,3.72,Network Team,In Progress,2025-12-27
2829,SQL server connection timeout,Database Issue,Critical,9.53,Database Team,Closed,2026-02-03
2830,Unable to connect to company VPN,VPN Access,Medium,2.59,Security Team,Closed,2025-10-30
2831,Software license expired,Software Issue,High,4.75,Network Team,Resolved,2026-04-21
2832,Forgot system password,Password Reset,Medium,10.3,IT Support,Open,2025-11-14
2833,VPN disconnecting repeatedly,VPN Access,Low,9.14,Application Team,Open,2025-08-09
2834,Keyboard not working properly,Hardware Issue,High,11.6,IT Support,Open,2026-01-24
2835,Unable to connect to database,Database Issue,Medium,4.96,Application Team,Resolved,2026-04-30
2836,Database query execution failed,Database Issue,High,7.82,Database Team,Open,2025-12-31
2837,AWS server instance down,Cloud Issue,Low,8.35,Network Team,Closed,2026-03-22
2838,Email attachments not opening,Email Issue,Low,9.23,Security Team,Closed,2025-11-18
2839,Unable to connect to company VPN,VPN Access,Critical,9.66,Database Team,In Progress,2025-07-08
2840,Azure VM not responding,Cloud Issue,High,2.86,Application Team,Resolved,2025-07-19
2841,SQL server connection timeout,Database Issue,High,2.23,Database Team,Resolved,2025-08-16
2842,Unable to connect to database,Database Issue,Medium,4.22,IT Support,Closed,2025-11-25
2843,Internet speed extremely slow,Network Issue,Critical,9.66,Cloud Team,Closed,2026-02-16
2844,VPN connection failed remotely,VPN Access,Critical,4.19,Application Team,In Progress,2025-10-21
2845,Unable to send company email,Email Issue,Medium,6.81,Database Team,Resolved,2026-05-21
2846,Software license expired,Software Issue,High,4.06,Database Team,In Progress,2026-03-04
2847,Unable to connect to company VPN,VPN Access,Medium,5.59,Database Team,In Progress,2025-07-30
2848,Forgot system password,Password Reset,Low,5.26,IT Support,Closed,2026-06-12
2849,Unable to access internal network,Network Issue,Medium,1.9,Network Team,Resolved,2026-02-27
2850,Internet speed extremely slow,Network Issue,High,8.57,IT Support,Open,2026-03-20
2851,Unable to login after password reset,Password Reset,Critical,10.23,Cloud Team,Open,2025-06-20
2852,Azure VM not responding,Cloud Issue,Medium,2.05,Cloud Team,Resolved,2026-06-16
2853,Software license expired,Software Issue,Low,2.88,IT Support,Open,2025-12-14
2854,Malware alert triggered,Security Incident,Low,3.43,Application Team,Open,2025-09-14
2855,Suspicious login detected,Security Incident,Critical,9.35,Security Team,In Progress,2025-08-10
2856,Cloud storage access denied,Cloud Issue,Low,6.97,Application Team,Closed,2025-09-24
2857,Software license expired,Software Issue,Medium,9.33,Cloud Team,Closed,2026-05-13
2858,Dashboard not loading correctly,Application Bug,High,11.93,Security Team,Closed,2026-02-03
2859,Azure VM not responding,Cloud Issue,Critical,7.4,Application Team,Closed,2025-10-12
2860,Email attachments not opening,Email Issue,Low,11.15,Application Team,Resolved,2025-07-11
2861,Unable to connect to company VPN,VPN Access,Low,2.65,Security Team,Open,2026-03-08
2862,Dashboard not loading correctly,Application Bug,Critical,9.31,Security Team,Resolved,2025-12-23
2863,SQL server connection timeout,Database Issue,High,1.19,Cloud Team,Resolved,2025-07-15
2864,SQL server connection timeout,Database Issue,Low,4.99,Cloud Team,Resolved,2026-03-06
2865,Laptop not turning on,Hardware Issue,Critical,6.76,Database Team,Closed,2025-10-08
2866,API returning unexpected error,Application Bug,Critical,8.33,Network Team,Open,2025-12-19
2867,Internet speed extremely slow,Network Issue,Low,11.07,Network Team,Closed,2026-01-31
2868,Suspicious login detected,Security Incident,Medium,1.36,Security Team,Resolved,2026-05-23
2869,Suspicious login detected,Security Incident,High,4.84,Application Team,In Progress,2025-10-21
2870,Unable to login after password reset,Password Reset,High,9.96,Application Team,Open,2025-06-26
2871,Keyboard not working properly,Hardware Issue,Critical,8.15,Security Team,In Progress,2025-08-29
2872,VPN connection failed remotely,VPN Access,Low,6.45,IT Support,Closed,2026-04-12
2873,Unable to connect to company VPN,VPN Access,Low,5.71,Security Team,Closed,2025-11-11
2874,Internet speed extremely slow,Network Issue,Medium,8.33,Network Team,In Progress,2026-04-20
2875,Laptop not turning on,Hardware Issue,Medium,7.35,Network Team,In Progress,2025-07-29
2876,Unable to install software update,Software Issue,Medium,1.55,Cloud Team,Resolved,2026-02-04
2877,VPN connection failed remotely,VPN Access,Medium,3.25,Security Team,Closed,2026-01-24
2878,AWS server instance down,Cloud Issue,High,10.72,Network Team,Open,2026-03-24
2879,Laptop not turning on,Hardware Issue,Critical,11.2,Security Team,Open,2026-03-17
2880,Keyboard not working properly,Hardware Issue,Critical,3.27,IT Support,In Progress,2025-09-06
2881,API returning unexpected error,Application Bug,Low,10.95,Network Team,Closed,2025-12-30
2882,AWS server instance down,Cloud Issue,High,4.4,Network Team,Open,2026-01-23
2883,Forgot system password,Password Reset,High,7.86,Security Team,Resolved,2025-08-20
2884,Malware alert triggered,Security Incident,Medium,9.73,Network Team,In Progress,2026-03-31
2885,VPN connection failed remotely,VPN Access,Low,8.5,IT Support,Resolved,2025-12-31
2886,Unable to send company email,Email Issue,Low,3.31,Application Team,Resolved,2025-10-03
2887,Password reset link not working,Password Reset,High,7.75,Database Team,Closed,2025-08-10
